fecha,hora,nivel,mensaje
2026-01-08,11:42:02,INFO,  [4/22] e-ohiggins-por-evento-meteorologico-2026-01-06-13-25-32
2026-01-08,11:42:07,INFO,  [5/22] o-y-parral-por-evento-meteorologico-2026-01-06-15-53-17
2026-01-08,11:42:11,INFO,  [6/22] -los-andes-por-evento-meteorologico-2026-01-07-13-49-35
2026-01-08,11:42:16,INFO,  [7/22] por-amenaza-de-incendios-forestales-2026-01-07-17-22-54
2026-01-08,11:42:20,INFO,  [8/22] a-y-colina-por-evento-meteorologico-2026-01-07-13-25-47
2026-01-08,11:42:25,INFO,  [9/22] -region-del-maule-por-calor-extremo-2026-01-06-16-09-49
2026-01-08,11:42:30,INFO,  [10/22] -camarones-por-evento-meteorologico-2026-01-07-12-50-00
2026-01-08,11:42:34,INFO,  [11/22] la-region-de-uble-por-calor-extremo-2026-01-07-09-08-06
2026-01-08,11:42:39,INFO,  [12/22] por-amenaza-de-incendios-forestales-2026-01-06-21-37-09
2026-01-08,11:42:43,INFO,  [13/22] region-del-biobio-por-calor-intenso-2026-01-05-13-32-55
2026-01-08,11:42:48,INFO,  [14/22] ucon-y-curarrehue-por-evento-masivo-2026-01-06-15-38-23
2026-01-08,11:42:53,INFO,  [15/22] -comuna-de-ovalle-por-evento-masivo-2026-01-06-12-21-29
2026-01-08,11:42:57,INFO,  [16/22] por-amenaza-de-incendios-forestales-2026-01-02-20-28-41
2026-01-08,11:43:02,INFO,  [20/22] cia-de-parinacota-ante-accidente-por-material-peligroso
2026-01-08,11:43:06,INFO,  [21/22] o-por-actividad-del-complejo-volcanico-planchon-peteroa
2026-01-08,11:43:11,INFO,  [22/22] e-por-actividad-del-complejo-volcanico-laguna-del-maule
2026-01-08,11:43:16,INFO,Total: 19
